BranchID,FromBus,ToBus,PowerFlow_MW,RateA_MVA,Loading_%
1,1,2,-175,175,100
2,1,3,35.788558042896,175,20.4506045959406
3,1,5,109.957713179573,175,62.8329789597563
4,2,4,69.5457878156757,175,39.7404501803861
5,2,6,49.4371929824562,175,28.2498245614035
6,3,9,-47.0756027299498,175,26.9003444171142
7,3,24,76.7186236344221,400,19.1796559086055
8,4,9,-42.6461386928687,175,24.3692221102107
9,5,10,-84.1485903725559,175,48.0849087843177
10,6,10,0,175,0
11,7,8,-29.5614035087719,175,16.8922305764411
12,8,9,46.14974021598,175,26.3712801234171
13,8,10,45.5716632927919,175,26.0409504530239
14,9,11,190.476433460587,400,47.6191083651469
15,9,12,-83.2903971660296,400,20.8225992915074
16,10,11,191.613984116348,400,47.9034960290871
17,10,12,-82.1528465102686,400,20.5382116275672
18,11,13,-110.670175438597,500,22.1340350877193
19,11,14,-271.420242138339,500,54.2840484276679
20,12,13,0,500,0
21,12,23,165.443243676298,500,33.0886487352596
22,13,23,0,500,0
23,14,16,341.940943892725,500,68.3881887785451
24,15,16,110.793268726541,500,22.1586537453083
25,15,21,7.42881780481759,500,1.48576356096352
26,15,21,7.42881780481759,500,1.48576356096352
27,15,24,-76.7186236344221,500,15.3437247268844
28,16,17,-75.9060566622668,500,15.1812113324534
29,16,19,-394.777278764018,500,78.9554557528035
30,17,18,97.0195437158797,500,19.4039087431759
31,17,22,-21.1134870536129,500,4.22269741072258
32,18,21,-37.9855613316241,500,7.59711226632482
33,18,21,-37.9855613316241,500,7.59711226632482
34,19,20,230.286183241658,500,46.0572366483316
35,19,20,230.286183241658,500,46.0572366483316
36,20,23,-414.043243676298,500,82.8086487352596
37,20,23,0,500,0
38,21,22,-38.8865129463871,500,7.77730258927742
